incident_id,incident_name,organisation,org_type,sector,country,incident_type,attack_vector,threat_actor,threat_actor_type,supply_chain,downstream_orgs_affected,date_occurred,date_discovered,date_disclosed,dwell_time_days,detection_method,records_affected,data_types_exposed,ransom_demanded_usd,ransom_paid,downtime_days,estimated_cost_usd,regulator_notified,severity,is_synthetic,source,notes
SYN-00307,Supply chain compromise at Rivers Alliance,Rivers Alliance,nonprofit,Charity/Nonprofit,GB,Supply chain compromise,Third-party supplier access,Unattributed,Financially motivated,True,721,2026-01-06,2026-03-08,2026-03-09,61,Internal detection,79785,date_of_birth|email|health|postal_address,,not_applicable,0,887366,yes,high,True,synthetic (Faker),
SYN-00358,Data breach at Bethanymouth Council,Bethanymouth Council,public,Education,US,Data breach,Insecure API endpoint,Unattributed,Financially motivated,False,,2026-01-28,2026-03-10,2026-04-11,41,Internal detection,44484,bank_details|email|postal_address,,not_applicable,4,6394916,yes,medium,True,synthetic (Faker),
SYN-00584,Business email compromise at Atkinson LLC,Atkinson LLC,private,Retail,US,Business email compromise,Phishing,RustVulture,Ransomware crew,False,,2026-01-28,2026-03-15,2026-03-26,46,Law enforcement notification,,not_applicable,,not_applicable,0,236140,unknown,medium,True,synthetic (Faker),
>>>>>>> 8a74902011229c25354fcb7e063b9152ef665657
SYN-00608,Supply chain compromise at Ali Ltd,Ali Ltd,vendor,Cloud/SaaS,US,Supply chain compromise,Trojanised software update,Unattributed,Financially motivated,True,162,2026-01-24,2026-03-19,2026-03-30,54,Routine audit,7944063,date_of_birth|email|name|postal_address|ssn_or_ni_number,,not_applicable,0,171550226,yes,high,True,synthetic (Faker),
SYN-00966,"Ransomware at Brown, Hayes and Clark","Brown, Hayes and Clark",private,Retail,IE,Ransomware,Phishing,IronMagpie,Ransomware crew,False,,2026-03-13,2026-03-19,2026-03-27,6,Internal detection,892016,credentials|date_of_birth|name|phone|postal_address,622672,no,23,71948136,yes,medium,True,synthetic (Faker),
SYN-00522,Insider incident at South Hilary Authority,South Hilary Authority,public,Education,IN,Insider incident,Malicious insider,Unattributed,Insider,False,,2026-01-31,2026-03-22,2026-03-31,50,Internal detection,25167,donation_history|health|internal_email|phone|postal_address|safeguarding_notes,,not_applicable,0,3035111,yes,medium,True,synthetic (Faker),
SYN-00788,Data breach at Port Georgia Council,Port Georgia Council,public,Education,GB,Data breach,Unpatched vulnerability,Unattributed,Unknown,False,,2026-02-18,2026-03-22,2026-03-22,32,Internal detection,2877,date_of_birth|health|safeguarding_notes,,not_applicable,20,,yes,medium,True,synthetic (Faker),
SYN-00857,"Unauthorised access at Metcalfe, Campbell and Allen","Metcalfe, Campbell and Allen",private,Manufacturing,US,Unauthorised access,Exposed RDP/VPN,Unattributed,Unknown,False,,2026-02-14,2026-03-27,2026-03-30,41,Law enforcement notification,62849,credentials|credit_card|health|postal_address|safeguarding_notes,,not_applicable,0,10013396,unknown,medium,True,synthetic (Faker),
SYN-00872,DDoS at Refuge Aid,Refuge Aid,nonprofit,Charity/Nonprofit,IN,DDoS,Volumetric flood,CobaltFinch,Ransomware crew,False,,2026-03-26,2026-03-28,2026-04-03,2,Internal detection,,not_applicable,,not_applicable,1,,no,medium,True,synthetic (Faker),
<<<<<<< HEAD
SYN-01377,Business email compromise at Thompson-Stone,Thompson-Stone,vendor,Software,GB,Business email compromise,Phishing,CobaltFinch,Ransomware crew,False,,2026-03-01,2026-03-28,2026-04-02,27,Internal detection,,not_applicable,34760,no,1,254839,unknown,medium,True,synthetic (Faker),
SYN-00302,"Insider incident at Wheeler, Hayes and Walker","Wheeler, Hayes and Walker",private,Legal/Professional,GB,Insider incident,Negligent insider,Unattributed,Insider,False,,2026-03-02,2026-03-29,2026-03-31,27,Internal detection,613,bank_details|donation_history|name|passport|postal_address|safeguarding_notes|ssn_or_ni_number,,not_applicable,0,267993,yes,medium,True,synthetic (Faker),
SYN-00104,Unauthorised access at Sharonland Authority,Sharonland Authority,public,Education,FR,Unauthorised access,Insecure API endpoint,DimStag,Ransomware crew,False,,2026-03-29,2026-04-04,2026-04-21,6,Internal detection,14073,email|employment|health|passport|postal_address,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-01387,Business email compromise at Refuge Alliance,Refuge Alliance,nonprofit,Charity/Nonprofit,GB,Business email compromise,Phishing,Unattributed,Financially motivated,False,,2026-04-01,2026-04-04,2026-04-07,3,Customer report,,not_applicable,,not_applicable,0,119019,unknown,medium,True,synthetic (Faker),
SYN-01721,Ransomware at Hospice Network,Hospice Network,nonprofit,Charity/Nonprofit,GB,Ransomware,Compromised credentials,CobaltFinch,Ransomware crew,False,,2026-04-03,2026-04-05,2026-04-07,2,Internal detection,196860,credentials|donation_history|email|name|passport|phone,2029274,no,4,,yes,medium,True,synthetic (Faker),
SYN-00814,Business email compromise at Watson Group,Watson Group,private,Legal/Professional,US,Business email compromise,MFA fatigue,Unattributed,Hacktivist,False,,2026-01-30,2026-04-07,2026-04-08,67,Internal detection,387,date_of_birth|email|employment|phone|postal_address,,not_applicable,0,80875,yes,low,True,synthetic (Faker),
SYN-00836,Insider incident at Port Leonardton Authority,Port Leonardton Authority,public,Education,NL,Insider incident,Malicious insider,Unattributed,Insider,False,,2026-03-02,2026-04-07,2026-04-22,36,Law enforcement notification,38965,credit_card|employment|name|postal_address,,not_applicable,1,6726663,yes,medium,True,synthetic (Faker),
SYN-00314,Ransomware at Ross-Blair,Ross-Blair,private,Healthcare,CA,Ransomware,Compromised credentials,Unattributed,Ransomware crew,False,,2026-04-09,2026-04-09,2026-04-10,0,Third-party notification,733605,email|health|name|postal_address|ssn_or_ni_number,13409739,no,12,21302498,yes,high,True,synthetic (Faker),
SYN-01200,Ransomware at Johnson PLC,Johnson PLC,vendor,Software,US,Ransomware,Third-party supplier access,NineSpindle,Ransomware crew,True,1529,2026-04-08,2026-04-09,2026-04-10,1,Law enforcement notification,2175819,bank_details|passport|postal_address,907356,no,50,263581955,no,critical,True,synthetic (Faker),
SYN-01810,Insider incident at Spencer LLC,Spencer LLC,private,Manufacturing,IE,Insider incident,Malicious insider,Unattributed,Insider,False,,2026-02-23,2026-04-12,2026-04-19,48,Public leak / dark web,60630,date_of_birth|email|health|passport|postal_address,,not_applicable,3,5844150,no,medium,True,synthetic (Faker),
=======
SYN-00302,"Insider incident at Wheeler, Hayes and Walker","Wheeler, Hayes and Walker",private,Legal/Professional,GB,Insider incident,Negligent insider,Unattributed,Insider,False,,2026-03-02,2026-03-29,2026-03-31,27,Internal detection,613,bank_details|donation_history|name|passport|postal_address|safeguarding_notes|ssn_or_ni_number,,not_applicable,0,267993,yes,medium,True,synthetic (Faker),
SYN-00104,Unauthorised access at Sharonland Authority,Sharonland Authority,public,Education,FR,Unauthorised access,Insecure API endpoint,DimStag,Ransomware crew,False,,2026-03-29,2026-04-04,2026-04-21,6,Internal detection,14073,email|employment|health|passport|postal_address,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-00814,Business email compromise at Watson Group,Watson Group,private,Legal/Professional,US,Business email compromise,MFA fatigue,Unattributed,Hacktivist,False,,2026-01-30,2026-04-07,2026-04-08,67,Internal detection,387,date_of_birth|email|employment|phone|postal_address,,not_applicable,0,80875,yes,low,True,synthetic (Faker),
SYN-00836,Insider incident at Port Leonardton Authority,Port Leonardton Authority,public,Education,NL,Insider incident,Malicious insider,Unattributed,Insider,False,,2026-03-02,2026-04-07,2026-04-22,36,Law enforcement notification,38965,credit_card|employment|name|postal_address,,not_applicable,1,6726663,yes,medium,True,synthetic (Faker),
SYN-00314,Ransomware at Ross-Blair,Ross-Blair,private,Healthcare,CA,Ransomware,Compromised credentials,Unattributed,Ransomware crew,False,,2026-04-09,2026-04-09,2026-04-10,0,Third-party notification,733605,email|health|name|postal_address|ssn_or_ni_number,13409739,no,12,21302498,yes,high,True,synthetic (Faker),
>>>>>>> 8a74902011229c25354fcb7e063b9152ef665657
SYN-00597,Data breach at Garcia-Zavala,Garcia-Zavala,vendor,Nonprofit technology,US,Data breach,Credential stuffing,Unattributed,Ransomware crew,False,,2026-03-31,2026-04-13,2026-04-19,13,Security vendor / MDR,208810,date_of_birth|donation_history|name|phone|postal_address|safeguarding_notes,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00845,"DDoS at Parker, Henry and Davis","Parker, Henry and Davis",private,Healthcare,DE,DDoS,Volumetric flood,ObsidianKoi,Ransomware crew,False,,2026-04-11,2026-04-13,2026-04-21,2,Public leak / dark web,7580,bank_details|credentials|employment|health|phone|postal_address,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00871,Ransomware at Dennis PLC,Dennis PLC,vendor,Cloud/SaaS,US,Ransomware,Unpatched vulnerability,Unattributed,Ransomware crew,False,,2026-04-05,2026-04-13,2026-04-18,8,Internal detection,333185,credentials|email,1398106,yes,5,,yes,medium,True,synthetic (Faker),
SYN-00894,Unauthorised access at Burns-Byrne,Burns-Byrne,private,Retail,US,Unauthorised access,MFA fatigue,AmberBastion,Ransomware crew,False,,2026-03-30,2026-04-13,2026-04-25,14,Customer report,185559,employment|name|postal_address,,not_applicable,0,32109510,yes,medium,True,synthetic (Faker),
SYN-00714,Insider incident at Michelleland District Board,Michelleland District Board,public,Education,IE,Insider incident,Malicious insider,Unattributed,Insider,False,,2026-03-18,2026-04-17,2026-04-29,30,Customer report,662,credit_card|postal_address,,not_applicable,4,371036,yes,low,True,synthetic (Faker),
<<<<<<< HEAD
SYN-01047,Data breach at Rivers Care,Rivers Care,nonprofit,Charity/Nonprofit,GB,Data breach,Phishing,HollowLantern,Ransomware crew,False,,2026-04-02,2026-04-17,2026-04-25,15,Internal detection,66132,bank_details|date_of_birth|donation_history|name|postal_address,,not_applicable,0,3871636,yes,medium,True,synthetic (Faker),
SYN-01247,Ransomware at Taylor-Barry,Taylor-Barry,private,Healthcare,AU,Ransomware,Unpatched vulnerability,ObsidianKoi,Ransomware crew,False,,2026-04-14,2026-04-17,2026-04-26,3,Internal detection,82870,health|name|passport|phone|postal_address,2815269,undisclosed,5,11924254,yes,medium,True,synthetic (Faker),
SYN-01337,Data breach at Roberts-Long,Roberts-Long,private,Financial services,GB,Data breach,Compromised credentials,Unattributed,Ransomware crew,False,,2026-04-06,2026-04-18,2026-04-27,12,Customer report,151998,bank_details|credentials|credit_card|phone,,not_applicable,9,,yes,high,True,synthetic (Faker),
SYN-01603,"Supply chain compromise at Gallagher, Wong and Pratt","Gallagher, Wong and Pratt",private,Manufacturing,GB,Supply chain compromise,Third-party supplier access,Unattributed,Financially motivated,True,174,2025-12-23,2026-04-20,2026-04-24,118,Third-party notification,30952,date_of_birth|email|name|phone,,not_applicable,0,4079825,no,medium,True,synthetic (Faker),
SYN-01619,Ransomware at South Charlenefort Authority,South Charlenefort Authority,public,Education,US,Ransomware,Compromised credentials,RustVulture,Ransomware crew,False,,2026-04-19,2026-04-21,2026-04-25,2,Third-party notification,49273,credit_card|date_of_birth|email|internal_email|passport|phone,130942,yes,39,6940904,yes,high,True,synthetic (Faker),
SYN-01798,Data breach at Baker LLC,Baker LLC,private,Healthcare,DE,Data breach,Third-party supplier access,Unattributed,Ransomware crew,True,6,2026-03-27,2026-04-21,2026-05-07,25,Law enforcement notification,536903,credit_card|donation_history|employment|health|internal_email|name|phone|postal_address,,not_applicable,2,90976055,yes,high,True,synthetic (Faker),
SYN-00123,"Data breach at Weston, Parker and Smith","Weston, Parker and Smith",private,Retail,DE,Data breach,Unpatched vulnerability,Unattributed,Unknown,False,,2026-04-13,2026-04-22,2026-05-01,9,Third-party notification,3613923,bank_details|phone,,not_applicable,1,236233678,yes,high,True,synthetic (Faker),
SYN-00299,Data breach at East Josephberg District Board,East Josephberg District Board,public,Local government,GB,Data breach,Compromised credentials,Unattributed,Financially motivated,False,,2026-03-16,2026-04-24,2026-04-26,39,Third-party notification,54900,health|safeguarding_notes,,not_applicable,0,4092390,yes,medium,True,synthetic (Faker),
SYN-01305,Data breach at McCarthy-Hunt,McCarthy-Hunt,private,Manufacturing,CA,Data breach,Credential stuffing,Unattributed,Insider,False,,2026-04-19,2026-04-25,2026-04-30,6,Internal detection,1795,phone|ssn_or_ni_number,214710,undisclosed,0,622627,unknown,medium,True,synthetic (Faker),
SYN-01432,Supply chain compromise at Wayfarer Appeal,Wayfarer Appeal,nonprofit,Charity/Nonprofit,GB,Supply chain compromise,Trojanised software update,Unattributed,Financially motivated,True,25,2026-01-07,2026-04-26,2026-05-08,109,Third-party notification,59248,credentials|donation_history|phone,,not_applicable,0,4083464,yes,medium,True,synthetic (Faker),
SYN-01346,Data breach at Rachelside NHS Trust,Rachelside NHS Trust,public,Energy/Utilities,GB,Data breach,Phishing,ObsidianKoi,Ransomware crew,False,,2025-09-21,2026-04-27,2026-05-03,218,Internal detection,2356,credentials|email|internal_email|name|postal_address,,not_applicable,1,789038,yes,low,True,synthetic (Faker),
SYN-00661,Ransomware at Thompson-Sanders,Thompson-Sanders,private,Retail,FR,Ransomware,Help-desk social engineering,ObsidianKoi,Ransomware crew,False,,2026-04-25,2026-04-28,2026-04-30,3,Third-party notification,45046,email|employment|postal_address|ssn_or_ni_number,763408,no,11,,yes,high,True,synthetic (Faker),
SYN-01769,Data breach at New Brian NHS Trust,New Brian NHS Trust,public,Education,US,Data breach,Misconfigured cloud storage,Unattributed,Insider,False,,2026-04-19,2026-05-02,2026-05-03,13,Internal detection,885161,credentials|email|phone,,not_applicable,0,109935686,yes,medium,True,synthetic (Faker),
SYN-01819,"Phishing campaign at Harding, Kelly and Estrada","Harding, Kelly and Estrada",private,Manufacturing,GB,Phishing campaign,Phishing,Unattributed,Unknown,False,,2026-03-27,2026-05-02,2026-05-04,36,Law enforcement notification,4901,date_of_birth|email|name|passport|phone|postal_address|safeguarding_notes,,not_applicable,0,666478,yes,medium,True,synthetic (Faker),
SYN-00133,Data breach at East Dale District Board,East Dale District Board,public,Energy/Utilities,GB,Data breach,Compromised credentials,Unattributed,Hacktivist,False,,2026-04-13,2026-05-04,2026-06-14,21,Internal detection,97,bank_details|donation_history|health|phone|postal_address,812180,no,0,70257,yes,medium,True,synthetic (Faker),
SYN-01974,Data breach at Marshport NHS Trust,Marshport NHS Trust,public,Local government,CA,Data breach,Misconfigured cloud storage,Unattributed,Ransomware crew,False,,2026-04-05,2026-05-04,2026-05-11,29,Internal detection,5695139,credentials|date_of_birth|email|employment|name|phone|postal_address,21937,undisclosed,2,,yes,medium,True,synthetic (Faker),
SYN-00383,Data breach at Martin Ltd,Martin Ltd,private,Healthcare,IE,Data breach,Phishing,Unattributed,Unknown,False,,2026-04-18,2026-05-06,2026-05-13,18,Internal detection,186551,date_of_birth|email|health|name|phone|safeguarding_notes,,not_applicable,0,29581265,yes,medium,True,synthetic (Faker),
SYN-01367,Ransomware at Davies Group,Davies Group,private,Financial services,US,Ransomware,Unpatched vulnerability,DimStag,Ransomware crew,False,,2026-05-02,2026-05-06,2026-05-27,4,Law enforcement notification,1113267,credentials|employment|health|internal_email|postal_address,2213533,yes,22,198866858,yes,high,True,synthetic (Faker),
SYN-00103,Ransomware at Wayfarer Foundation,Wayfarer Foundation,nonprofit,Charity/Nonprofit,SG,Ransomware,Unpatched vulnerability,TinCathedral,Ransomware crew,False,,2026-05-06,2026-05-08,2026-05-10,2,Internal detection,8573,bank_details|date_of_birth|donation_history|phone,3342550,no,6,544515,yes,medium,True,synthetic (Faker),
SYN-01326,Destructive malware at Weaver-Gibson,Weaver-Gibson,private,Retail,CA,Destructive malware,Unpatched vulnerability,Unattributed,Unknown,False,,2026-05-05,2026-05-10,2026-05-21,5,Customer report,3644,email|employment|health|postal_address,1117973,undisclosed,5,786014,yes,medium,True,synthetic (Faker),
=======
SYN-00123,"Data breach at Weston, Parker and Smith","Weston, Parker and Smith",private,Retail,DE,Data breach,Unpatched vulnerability,Unattributed,Unknown,False,,2026-04-13,2026-04-22,2026-05-01,9,Third-party notification,3613923,bank_details|phone,,not_applicable,1,236233678,yes,high,True,synthetic (Faker),
SYN-00299,Data breach at East Josephberg District Board,East Josephberg District Board,public,Local government,GB,Data breach,Compromised credentials,Unattributed,Financially motivated,False,,2026-03-16,2026-04-24,2026-04-26,39,Third-party notification,54900,health|safeguarding_notes,,not_applicable,0,4092390,yes,medium,True,synthetic (Faker),
SYN-00661,Ransomware at Thompson-Sanders,Thompson-Sanders,private,Retail,FR,Ransomware,Help-desk social engineering,ObsidianKoi,Ransomware crew,False,,2026-04-25,2026-04-28,2026-04-30,3,Third-party notification,45046,email|employment|postal_address|ssn_or_ni_number,763408,no,11,,yes,high,True,synthetic (Faker),
SYN-00133,Data breach at East Dale District Board,East Dale District Board,public,Energy/Utilities,GB,Data breach,Compromised credentials,Unattributed,Hacktivist,False,,2026-04-13,2026-05-04,2026-06-14,21,Internal detection,97,bank_details|donation_history|health|phone|postal_address,812180,no,0,70257,yes,medium,True,synthetic (Faker),
SYN-00383,Data breach at Martin Ltd,Martin Ltd,private,Healthcare,IE,Data breach,Phishing,Unattributed,Unknown,False,,2026-04-18,2026-05-06,2026-05-13,18,Internal detection,186551,date_of_birth|email|health|name|phone|safeguarding_notes,,not_applicable,0,29581265,yes,medium,True,synthetic (Faker),
SYN-00103,Ransomware at Wayfarer Foundation,Wayfarer Foundation,nonprofit,Charity/Nonprofit,SG,Ransomware,Unpatched vulnerability,TinCathedral,Ransomware crew,False,,2026-05-06,2026-05-08,2026-05-10,2,Internal detection,8573,bank_details|date_of_birth|donation_history|phone,3342550,no,6,544515,yes,medium,True,synthetic (Faker),
>>>>>>> 8a74902011229c25354fcb7e063b9152ef665657
SYN-00763,Ransomware at Stevens-Preston,Stevens-Preston,private,Healthcare,IE,Ransomware,Compromised credentials,IronMagpie,Ransomware crew,False,,2026-05-14,2026-05-15,2026-06-02,1,Public leak / dark web,1965851,bank_details|date_of_birth|email|health|name|passport|phone|postal_address,145948,no,22,,yes,high,True,synthetic (Faker),
SYN-00684,Ransomware at Jones-Williams,Jones-Williams,private,Financial services,GB,Ransomware,Compromised credentials,AmberBastion,Ransomware crew,False,,2026-05-18,2026-05-19,2026-05-31,1,Third-party notification,4423,email|internal_email|name|phone|postal_address|safeguarding_notes,2300735,no,33,1175300,yes,high,True,synthetic (Faker),
SYN-00169,Unauthorised access at Beacon Hill Aid,Beacon Hill Aid,nonprofit,Charity/Nonprofit,US,Unauthorised access,Insecure API endpoint,Unattributed,Ransomware crew,False,,2026-03-01,2026-05-20,2026-05-23,80,Internal detection,3007,bank_details|email|health|name,,not_applicable,0,201512,yes,medium,True,synthetic (Faker),
SYN-00746,Ransomware at May Ltd,May Ltd,private,Hospitality,GB,Ransomware,Unpatched vulnerability,Unattributed,Ransomware crew,False,,2026-05-17,2026-05-20,2026-05-23,3,Security vendor / MDR,28488,credit_card|email|name|phone,93597,undisclosed,18,3814692,unknown,medium,True,synthetic (Faker),
<<<<<<< HEAD
SYN-01098,"Ransomware at Montoya, Jones and Parks","Montoya, Jones and Parks",private,Logistics,GB,Ransomware,Phishing,HollowLantern,Ransomware crew,False,,2026-05-19,2026-05-20,2026-05-22,1,Internal detection,3505,credit_card|email|employment|phone|ssn_or_ni_number,2850006,undisclosed,1,,yes,medium,True,synthetic (Faker),
SYN-00717,Data breach at New Donald District Board,New Donald District Board,public,Local government,GB,Data breach,Credential stuffing,Unattributed,Hacktivist,False,,2026-05-12,2026-05-24,2026-05-29,12,Security vendor / MDR,130983,credit_card|email|employment|name|phone|postal_address|ssn_or_ni_number,,not_applicable,5,,yes,medium,True,synthetic (Faker),
SYN-00723,Ransomware at Lane LLC,Lane LLC,private,Manufacturing,GB,Ransomware,Phishing,GlassMantis,Ransomware crew,False,,2026-05-19,2026-05-25,2026-05-28,6,Third-party notification,311,bank_details|health,1517207,yes,13,1136920,yes,medium,True,synthetic (Faker),
SYN-00841,Data breach at Wright Ltd,Wright Ltd,private,Logistics,DE,Data breach,Credential stuffing,Unattributed,Nation state,False,,2026-05-12,2026-05-25,2026-05-26,13,Customer report,3156,email|internal_email|name,,not_applicable,0,494942,unknown,low,True,synthetic (Faker),
SYN-01302,Unauthorised access at Martinez Ltd,Martinez Ltd,private,Hospitality,SG,Unauthorised access,Compromised credentials,Unattributed,Financially motivated,False,,2026-01-12,2026-05-26,2026-05-28,134,Public leak / dark web,3996628,credentials|date_of_birth|email|health,,not_applicable,5,665771079,yes,high,True,synthetic (Faker),
SYN-01868,"Unauthorised access at Morley, Benson and West","Morley, Benson and West",private,Financial services,US,Unauthorised access,Compromised credentials,Unattributed,Financially motivated,False,,2026-05-13,2026-05-28,2026-05-29,15,Law enforcement notification,45659,bank_details|email|name|postal_address|ssn_or_ni_number,,not_applicable,0,3762190,yes,medium,True,synthetic (Faker),
SYN-00528,Ransomware at Smith PLC,Smith PLC,vendor,Cloud/SaaS,AU,Ransomware,Exposed RDP/VPN,Unattributed,Ransomware crew,False,,2026-05-28,2026-05-29,2026-05-30,1,Law enforcement notification,7085730,email|name,447758,no,49,254001140,no,high,True,synthetic (Faker),
SYN-00303,Ransomware at Claretown Council,Claretown Council,public,Local government,IE,Ransomware,Unpatched vulnerability,VelvetSiphon,Ransomware crew,False,,2026-05-25,2026-05-30,2026-06-01,5,Customer report,1026981,credentials|donation_history,60087,no,11,173228912,yes,high,True,synthetic (Faker),
SYN-01401,Data breach at Richardson-Evans,Richardson-Evans,private,Retail,DE,Data breach,Unpatched vulnerability,QuietFathom,Ransomware crew,False,,2026-04-29,2026-05-30,2026-06-02,31,Internal detection,117666,bank_details|credentials|donation_history|name|phone|ssn_or_ni_number,,not_applicable,0,19304206,yes,medium,True,synthetic (Faker),
SYN-01835,Business email compromise at Gallagher-Carroll,Gallagher-Carroll,vendor,Cloud/SaaS,US,Business email compromise,MFA fatigue,Unattributed,Financially motivated,True,14,2026-05-22,2026-05-30,2026-06-14,8,Third-party notification,,not_applicable,,not_applicable,0,,no,medium,True,synthetic (Faker),
SYN-00071,Unauthorised access at Mahoney Inc,Mahoney Inc,private,Healthcare,GB,Unauthorised access,Compromised credentials,VelvetSiphon,Nation state,False,,2026-04-15,2026-05-31,2026-06-03,46,Public leak / dark web,126934,bank_details|health|ssn_or_ni_number,639225,undisclosed,0,,yes,medium,True,synthetic (Faker),
SYN-01641,Supply chain compromise at Roberts Group,Roberts Group,private,Financial services,GB,Supply chain compromise,Third-party supplier access,Unattributed,Ransomware crew,True,22,2025-05-08,2026-05-31,2026-06-08,388,Routine audit,27159012,date_of_birth|employment|name|phone|postal_address|safeguarding_notes,186568,undisclosed,0,,yes,high,True,synthetic (Faker),
SYN-00238,Unauthorised access at Mcneil-Sparks,Mcneil-Sparks,private,Manufacturing,DE,Unauthorised access,MFA fatigue,Unattributed,Unknown,False,,2026-04-12,2026-06-01,2026-06-06,50,Security vendor / MDR,3290,bank_details|email|employment|health|phone,18150,undisclosed,0,737199,yes,medium,True,synthetic (Faker),
SYN-00107,"Business email compromise at Parker, Ortiz and Powell","Parker, Ortiz and Powell",vendor,Cloud/SaaS,AU,Business email compromise,Compromised credentials,Unattributed,Unknown,False,,2026-05-08,2026-06-03,2026-06-20,26,Internal detection,,not_applicable,,not_applicable,1,354373,no,medium,True,synthetic (Faker),
SYN-00127,Business email compromise at Rivers Aid,Rivers Aid,nonprofit,Charity/Nonprofit,FR,Business email compromise,MFA fatigue,DimStag,Ransomware crew,False,,2026-05-24,2026-06-04,2026-06-11,11,Internal detection,,not_applicable,,not_applicable,1,,unknown,medium,True,synthetic (Faker),
SYN-01862,Business email compromise at Hospice Alliance,Hospice Alliance,nonprofit,Charity/Nonprofit,IN,Business email compromise,Compromised credentials,Unattributed,Unknown,False,,2026-05-14,2026-06-04,2026-06-14,21,Third-party notification,14913,bank_details|credit_card|donation_history|employment|name|phone|postal_address,,not_applicable,0,547433,yes,medium,True,synthetic (Faker),
SYN-01885,"Ransomware at Davis, Robson and Jones","Davis, Robson and Jones",private,Manufacturing,IN,Ransomware,Phishing,HollowLantern,Ransomware crew,False,,2026-05-23,2026-06-04,2026-06-08,12,Law enforcement notification,2050,email|internal_email,646435,no,6,748928,no,medium,True,synthetic (Faker),
SYN-00947,"Supply chain compromise at Flores, Taylor and Johnson","Flores, Taylor and Johnson",private,Healthcare,US,Supply chain compromise,Compromised credentials,VelvetSiphon,Ransomware crew,True,74,2026-03-16,2026-06-05,2026-07-04,81,Internal detection,8224419,health|passport|phone,,not_applicable,6,663839145,yes,critical,True,synthetic (Faker),
SYN-01565,Ransomware at West Amandatown Authority,West Amandatown Authority,public,Education,US,Ransomware,Exposed RDP/VPN,QuietFathom,Ransomware crew,False,,2026-06-07,2026-06-08,2026-08-01,1,Law enforcement notification,482724,donation_history|email|health|name|passport|phone|postal_address,186993,no,16,74117436,yes,high,True,synthetic (Faker),
SYN-00003,"Insider incident at Oliver, Holland and Lloyd","Oliver, Holland and Lloyd",private,Healthcare,GB,Insider incident,Negligent insider,Unattributed,Insider,False,,2026-05-08,2026-06-13,2026-06-20,36,Security vendor / MDR,478015,email|health|postal_address|safeguarding_notes,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-00245,"DDoS at Johnson, Jones and Welch","Johnson, Jones and Welch",private,Logistics,GB,DDoS,Application-layer flood,SlateWarden,Ransomware crew,False,,2026-06-10,2026-06-13,2026-06-14,3,Public leak / dark web,,not_applicable,,not_applicable,1,,no,medium,True,synthetic (Faker),
SYN-00056,Business email compromise at Jones-Dobson,Jones-Dobson,private,Healthcare,CA,Business email compromise,Phishing,VelvetSiphon,Ransomware crew,False,,2026-05-03,2026-06-14,2026-06-16,42,Internal detection,,not_applicable,,not_applicable,3,436713,unknown,medium,True,synthetic (Faker),
SYN-01024,"Business email compromise at Wilson, Graham and Ahmed","Wilson, Graham and Ahmed",private,Retail,US,Business email compromise,MFA fatigue,Unattributed,Ransomware crew,False,,2026-06-06,2026-06-15,2026-06-30,9,Public leak / dark web,,not_applicable,,not_applicable,1,,unknown,medium,True,synthetic (Faker),
SYN-01064,Data breach at Garcia-Parrish,Garcia-Parrish,vendor,Software,FR,Data breach,Compromised credentials,IronMagpie,Nation state,False,,2025-11-18,2026-06-19,2026-06-19,213,Internal detection,9319,date_of_birth|email|health|internal_email|name|passport|postal_address,,not_applicable,0,639303,yes,medium,True,synthetic (Faker),
SYN-01123,Phishing campaign at Jackson-Edwards,Jackson-Edwards,private,Retail,US,Phishing campaign,Phishing,Unattributed,Insider,False,,2026-05-26,2026-06-19,2026-07-02,24,Internal detection,92542,date_of_birth|name|phone,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-01104,"Phishing campaign at Grant, Harrison and Ford","Grant, Harrison and Ford",private,Healthcare,US,Phishing campaign,Phishing,NorthQuarry,Ransomware crew,False,,2026-04-16,2026-06-20,2026-06-27,65,Customer report,176686,email|health|phone,66461,no,3,7220926,yes,medium,True,synthetic (Faker),
SYN-00641,Data breach at Barton LLC,Barton LLC,private,Healthcare,DE,Data breach,Compromised credentials,Unattributed,Ransomware crew,False,,2026-02-22,2026-06-24,2026-06-27,122,Routine audit,25642,email|health|name,,not_applicable,3,3331034,yes,medium,True,synthetic (Faker),
SYN-01801,"Data breach at Brennan, Bates and Bird","Brennan, Bates and Bird",private,Financial services,CA,Data breach,Compromised credentials,SlateWarden,Ransomware crew,False,,2026-04-28,2026-06-24,2026-07-07,57,Law enforcement notification,400312,email|health|name|phone|postal_address,,not_applicable,6,11979064,yes,high,True,synthetic (Faker),
SYN-01877,Data breach at Refuge Alliance,Refuge Alliance,nonprofit,Charity/Nonprofit,FR,Data breach,Compromised credentials,Unattributed,Financially motivated,False,,2026-06-12,2026-06-25,2026-06-26,13,Internal detection,288927,email|phone,,not_applicable,2,12735099,yes,medium,True,synthetic (Faker),
